其他頻道,#genre#
安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
广西国际,https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
江苏城市,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=202509030900312c5ad926e30449e5b9405f27a3fde9a6&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20250903090031&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=106.13.250.83&SecurityKey=20250903090031&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3712225a575d903704881b6443f50a06&ddCalcu=6307va1a02x52af2354a4567b51d89804307&sv=10004&ct=android
通海电视台,https://zb-live.ynurl.com/tonghai/3bfe3a9e-48e6-4c1e-8770-1df66447cc6c.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
通渭综合,https://play.kankanlive.com/live/1725005047185027.m3u8
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild
镇江二套社会民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
陇川综合,https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8
长白朝语,http://hplayer1.juyun.tv:80/camera/11344136.m3u8
长子综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
中国党员教育,http://12371ksc.v.kcdnvip.com/12371/dangyuanwang_1/index.m3u8
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
2024年春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
云南丽江蓝月谷,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南大理崇圣寺三塔中景,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
云南大理崇圣寺三塔远景,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
六盘山红军长征景区,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
四川峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
普陀山,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
望乡台,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
泰山南天门,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
泰山大观峰,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
泰山白云亭悬崖,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
贵州省兴义市万峰林,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
陕西洋县国宝朱鹮02,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
福建武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
黄山排云亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
青岛崂山八水河,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
鸣沙山,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
黄山,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
青岛崂山双福,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
都江堰鱼嘴,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
湖南张家界水绕四门,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
黄山始信新道,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
湖南张家界御笔峰,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
中华小当家,https://live.iill.top/huya/11342413
月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
黄花城水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
龙游生活娱乐,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
JJ斗地主,https://live.iill.top/douyin/685317364746
黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
靖宇综合,http://stream9.jlntv.cn:80/aac_jygb/playlist.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
云南丽江玉龙雪山草甸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南丽江印象实景,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
八里沟风景区天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
云南白沙远眺玉龙雪山,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
天涯石,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
四川峨眉山远眺贡嘎雪山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
四川峨眉山普贤菩萨铜像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
四川四姑娘山隆珠措,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
湖南张家界天门山西线玻璃栈道,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
狮子山鸟瞰丽江古城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
湖南张家界宝峰湖,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
泰山碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
丽江古城大水车,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
云南丽江冰川,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
江苏南京牛首山,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
RTHK (港台電視31) (1080p) [Geo-blocked],https://cdn.hklive.tv/xxxx/31/index.m3u8
RTHK (港台電視32) (1080p) [Geo-blocked],https://cdn.hklive.tv/xxxx/32/index.m3u8
CGTN外语纪录,https://mgtv.ottiptv.cc/mg/609006487.m3u8?userid=5559462299&sign=e66330b0277b6d559adecf615b11cb0d2898588ed14560bcdffece7eabaecc02b51d3713113fd64b336987a9a69d65533be05668c4dda359119d443fb8524b309d33df437bcb627aabf8a7884007ffeb99&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CGTN西班牙语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=5559462299&sign=e82c96d8e3ea48de4ce53bdf88f4e1d4777acf685e1d10da91f583abd68f945b6a257161e416577198578d3788c657a9d8c0cf3f208e0698dc9276e40a078c848f263d80c38f851994e2c3c52f94328fac&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=5559462299&sign=b5e8a97bafaf08340023f3df6b7424e75c84245075165f60ff00944de1073404ccce0d156f3067e5341759d99d3cf906bb8e11b6190768a005b1acf2c2bc328bd34931442c72e9676ff39c02a53197ab0d&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CGTN阿拉伯语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=5559462299&sign=f5b4383201a74da70be3a6256f9fc8b9325a5473d876b98790665cd32d714ca3da7c83d12e408a97c44b45911ff6bd64404b1ded8c79230a2bd090393c165911d096befc0f27f722d19cd359a82c02968e&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
发现之旅,https://mgtv.ottiptv.cc/mg/624878970.m3u8?userid=5559462299&sign=1289c536566e3d18d9c341b45b0f8b62fef45650acc12cf9be0d8374dad9f6a527f59055ad27e5fae1670c2276eeb13fd78d1df4e759a3649f1d3bc9b0c13490a8d73d3cfc50a9da6e9177da3495da66a5&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
老故事,https://mgtv.ottiptv.cc/mg/884121956.m3u8?userid=5559462299&sign=2d25ea5cb04efc33f0ecba4fef6dee8a7076fd71f8c4352feae6fbf5046266ec0cefbe42230559eaf999ec96fa1eb5f0088c4c3a30e5b2f6dbc20b4cff1dd7777aeef66b12dbff793878c4f95681ea0c9b&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=5559462299&sign=774891245b6c0b33d185f2178d682e4fc42982b138b20060dad8825da9b6c33e40979451484a6e4dce1b7eff891d4e26e363a4c88fd66ff9a10e51ed07cbf888aeeafe19ee31a6dffb36a6e40c3398d5e6&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=5559462299&sign=45d11b279e45024f8111d321abe98b4a1829a542f624602c71d53ae4960f8249cd008fcce662cac6007ff3a9f052f735acc67776a7e1123545cbb646cc7b98991d96d58b08ffa89efff617b5cf8469bea3&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
中学生,https://mgtv.ottiptv.cc/mg/708869532.m3u8?userid=5559462299&sign=a7d3cad14c38b1f22d562afdfc7a8c761d929ccb2054547f1fa2dbdd0de072a0ff81527aa88f27469f7b441fe4b998a4e587840b3fe4da2ae69934def09f2cc57796d35dbb0628e0c9014f373d5e4b8209&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
南京教科频道,https://mgtv.ottiptv.cc/mg/838153729.m3u8?userid=5559462299&sign=a68eab94b022214aa3c96ecfbe58ec5a739ca92572f952e4437ff67955483e129ece0652096095548759333561590739c0b6faa1524fcaec65e3fdc630198c079ad2c9c834064cc42e7ba38eb24eed6450&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江苏综艺频道,https://mgtv.ottiptv.cc/mg/626065193.m3u8?userid=5559462299&sign=e48abe4c55a10d4b26fb9aaecff3f802965632b7bf08a9a59d382ebb166aef38a9aabc8adba37b857f94010fd795c261c0cd60e0375eefbb6a2c0705e163333e75644a6178f02344b3acc4650af6860bab&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江苏城市频道,https://mgtv.ottiptv.cc/mg/626064714.m3u8?userid=5559462299&sign=04b30d2eec3d391c3f7d5522740ab738085fc9224ec901bf49e8d3e502deeea77a5af772bd53769c5b991d00deb1c26484b7b37de0108ade106c0814a33f5bb68379cbb18fd04969b8c13e77ad76c2bda1&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江苏国际,https://mgtv.ottiptv.cc/mg/626064674.m3u8?userid=5559462299&sign=fe3a67138762082ee844649c029998d370a823a82922dda6b19204da770eccae6eaf77b6b366422529f4e9daeb4d946805f69f94991f270266093001262d09b9e3354b458ebabfa765d40b448e2762fa07&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
南京十八频道,https://mgtv.ottiptv.cc/mg/838151753.m3u8?userid=5559462299&sign=42b8de097faeb97c3ed22456a560499cbb1882e70f50fa3efdbda86701518334c83cd7eeb9918058e3c580193bb17505e51475fb254c03986c55a02c7cc9a4571d433da3113351064c454bee36b7485c0f&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
陕西银龄频道,https://mgtv.ottiptv.cc/mg/956909362.m3u8?userid=5559462299&sign=2f21b8f3a9c8c0ffad93d066b18f55e1c60d327323c9a3eb90198437e1334d79586e47b95bd33c8d3a82c6b466ab2a996634ef2aa5fb6f5af443a12df9f1312a1aa37facb7cd575a500e7a7d4330e366ab&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
陕西秦腔频道,https://mgtv.ottiptv.cc/mg/956909303.m3u8?userid=5559462299&sign=6c2307ca5627c134b93a8aaf46b32cca123d304a491caefe4ca030f0a57c911b8e1a254114fb7f4c2d9a18e260aad4ba2dc119223149b0561431bc97905196a306a9de4ce1177c5dd08680999fe11df8e0&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
辽宁广播电视台生活频道,https://mgtv.ottiptv.cc/mg/962045226.m3u8?userid=5559462299&sign=36e93152a051f66c369ba037548582a18a0a49aa9116ae0caf6ccd7b4ca31ade9d8d4224d31d1944895a17cedafb367d9d904aadcaed817d437c0197cdb744cedf91946f77059790d21b7d3f84102db726&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
财富天下,https://mgtv.ottiptv.cc/mg/956923159.m3u8?userid=5559462299&sign=1221e80ea22fa2faa4ff1522d8bd9b51fe299df436e5ecf50b0804c0b58c79df2053d563d4f31ebdc009bd6087dccf6370c5dbd426eb38ada9a3a0f270438c96069e64dd9a87268c7b4ad7b2691ff61a0d&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
辽宁广播电视台公共频道,https://mgtv.ottiptv.cc/mg/962045223.m3u8?userid=5559462299&sign=fe75fd56cef0905920f75b487e1f6c64d6afc4bdfd03af4cf11ac2a73dfa66cd334c99f55cc492438406af4b042b0e236eb98e2abdf53e372023d17192cf7ce491ce12d9be2469f74c9bed9fd734dfd2d9&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
新片放映厅,https://mgtv.ottiptv.cc/mg/619495952.m3u8?userid=5559462299&sign=91517e9b3a9e06c540c1bcb933d560a08ef81de3be4144e8f9aaa707bc775a50888bc0f0330ed1f24ab95fd1fb8a6c5308c4464f9f103362e3437090d900a041fb420e805d142103c8910f9c75555a9c38&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
宁夏广播电视台经济频道,https://mgtv.ottiptv.cc/mg/962067520.m3u8?userid=5559462299&sign=d3ae409651a26d4ab4de00a1807a2fb46976bf9d760ee44825790c5e23849c021a35503aa7b4c3328306ea8cb74dfc80fb6d402c68ddd622264b05b26005162581da7e788fd2d0eb5a975f52bf0cf03bd1&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
宁夏广播电视台文旅频道,https://mgtv.ottiptv.cc/mg/962067523.m3u8?userid=5559462299&sign=b7b20f7fc5f262b4fda36c91b7bdc2b65b05dff45b5477b08484b8071340129a7928f6d3040653ce2ce9b758426f34b7935bc35be68745acae0ed391e8cd1fdd125238b66d5d30dcd8b61f45458126bf8f&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
和美乡途轮播台,https://mgtv.ottiptv.cc/mg/713591450.m3u8?userid=5559462299&sign=eb5af2b11b978f041396338beda6bd5c9deaf9c0bd45eff1ee247f59d7ba501363b8d22327ed6ca2403d2211d0f8a51b0c7262692587489b0e539d51c4be76f32da1b1421366337594bb0918fd2efad781&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
动物星球,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dQooOI&tk=IaRTZBNZkJti
华语剧台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=OxNlnN&tk=IaRTZBNZkJti
亚洲剧台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=yEhVK8&tk=IaRTZBNZkJti
爱ANI,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=zhfzYl&tk=IaRTZBNZkJti
88跑马台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=P7RrMU&tk=IaRTZBNZkJti
猪哥亮歌厅秀,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=kBaFCe&tk=IaRTZBNZkJti
港台電視 31,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=cyaauk&tk=IaRTZBNZkJti
广东大湾区,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=YxloEm&tk=IaRTZBNZkJti
广东民生,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DtGw2m&tk=IaRTZBNZkJti
揭阳综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Fhnfco&tk=IaRTZBNZkJti
潮州综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=NO7RJo&tk=IaRTZBNZkJti
广东戏曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=LgpHlu&tk=IaRTZBNZkJti
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=E4RPXP&tk=IaRTZBNZkJti
广东经济,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tJNPJ0&tk=IaRTZBNZkJti
快乐垂钓,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=L677LX&tk=IaRTZBNZkJti
武术世界,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Cgbv6f&tk=IaRTZBNZkJti
四海钓鱼,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=lWLSvs&tk=IaRTZBNZkJti
体坛名栏汇,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Oia2q6&tk=IaRTZBNZkJti
中国天气,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=r70Me3&tk=IaRTZBNZkJti
熊猫频道4,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rU3uuS&tk=IaRTZBNZkJti
熊猫频道5,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MrWql3&tk=IaRTZBNZkJti
熊猫频道6,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hipGSJ&tk=IaRTZBNZkJti
熊猫频道2,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=i1ZIzx&tk=IaRTZBNZkJti
熊猫频道01高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ioesa8&tk=IaRTZBNZkJti
熊猫频道7,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZXUVGZ&tk=IaRTZBNZkJti
熊猫频道3,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uLqum2&tk=IaRTZBNZkJti
熊猫频道1,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1yLSSu&tk=IaRTZBNZkJti
熊猫频道8,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Hkklj0&tk=IaRTZBNZkJti
茶,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=z9GC66&tk=IaRTZBNZkJti
熊猫频道9,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iEuYFY&tk=IaRTZBNZkJti
熊猫频道10,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0GpOan&tk=IaRTZBNZkJti
中华特产,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SOj3h4&tk=IaRTZBNZkJti
新动力量创一流,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0rY6UF&tk=IaRTZBNZkJti
最强综艺趴,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=5qlvL5&tk=IaRTZBNZkJti
萨马兰奇杯 U14第12场 航海基金宁波队 VS UI4 VIET NAM1 全场回放（原声） 19:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=zTbiQP&tk=IaRTZBNZkJti
萨马兰奇杯 U14第16场 江西众天麒麟 VS 长沙市第六中学 全场回放（原声） 20:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0wR7m2&tk=IaRTZBNZkJti
萨马兰奇杯 U12第45场 华大燃芽 VS 晋江实验小学 清流播出 18:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=xnwCtN&tk=IaRTZBNZkJti
东亚超级联赛 东京电击VS新北国王 清流播出1 18:05,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=beHyzS&tk=IaRTZBNZkJti
